NOMBRE_ASOCIACION,NUMERO_LISTA,TIPO_CANDIDATURA_PROP,NOMBRE_PROPIETARIO,NOMBRE_SUPLENTE,CIRCUNSCRIPCION_ELECCION,SEXO_PROP,SEXO_SUP
PARTIDO DEL TRABAJO,3,DIPUTADO FEDERAL RP,LINARES MONTUFAR JUAN,RENTERIA REYES RAFAEL,V,H,H
PARTIDO DEL TRABAJO,4,DIPUTADO FEDERAL RP,BERNAL MARTINEZ MARY CARMEN,LOPEZ CARRILLO VANESSA,V,M,M
PARTIDO DEL TRABAJO,5,DIPUTADO FEDERAL RP,JIMENEZ SANCHEZ MOISES,CHAVARRIA HERNANDEZ JUSTINO,V,H,H
PARTIDO DEL TRABAJO,6,DIPUTADO FEDERAL RP,PEREZ PEREZ GREGORIA,RAMIREZ LOZANO RUTH ANALY,V,M,M
PARTIDO DEL TRABAJO,7,DIPUTADO FEDERAL RP,INEYRA RIOS J JESUS,RODRIGUEZ CORIA SALVADOR,V,H,H
PARTIDO DEL TRABAJO,8,DIPUTADO FEDERAL RP,BERNAL SOTO FRANCISCA,VARGAS MENDOZA SUSANA,V,M,M
PARTIDO DEL TRABAJO,9,DIPUTADO FEDERAL RP,MEJIA LOZANO CESAR ARMANDO,PEREZ ALCARAZ GUILLERMO EMMANUEL,V,H,H
PARTIDO DEL TRABAJO,10,DIPUTADO FEDERAL RP,FARIAS SANDOVAL ERNESTINA,BARAJAS FARIAS MARIA ALONDRA,V,M,M
PARTIDO DEL TRABAJO,11,DIPUTADO FEDERAL RP,ARREOLA CEBALLOS JAIRO ANTONIO,GUZMAN TIBURCIO CESAR URIEL,V,H,H
PARTIDO DEL TRABAJO,12,DIPUTADO FEDERAL RP,PADILLA LARIOS MA CONCEPCION,GONZALEZ GUTIERREZ BERENICE,V,M,M
PARTIDO DEL TRABAJO,13,DIPUTADO FEDERAL RP,TAPIA TOVAR PEDRO BERNABE,OROZCO SANMIGUEL JORGE ARTURO,V,H,H
PARTIDO DEL TRABAJO,14,DIPUTADO FEDERAL RP,BUSTAMANTE HERNANDEZ ANA KAREN,HERNANDEZ GUERRERO SILVIA,V,M,M
PARTIDO DEL TRABAJO,15,DIPUTADO FEDERAL RP,PACHECO ROJAS DAVID OSWALDO,CHAVEZ ROSAS J. JESUS,V,H,H
PARTIDO DEL TRABAJO,16,DIPUTADO FEDERAL RP,MARCIAL MERAZ MARIA ELENA,GONZALEZ GONZALEZ LUZ DANIELA,V,M,M
PARTIDO DEL TRABAJO,17,DIPUTADO FEDERAL RP,GOMEZ DE LA CRUZ ERICK,PEREZ LIMA HECTOR ARTURO,V,H,H
PARTIDO DEL TRABAJO,18,DIPUTADO FEDERAL RP,NAVARRO ALEJANDREZ CECILIA,CEJA CASTILLO NORMA JANET,V,M,M
PARTIDO DEL TRABAJO,19,DIPUTADO FEDERAL RP,DIMAS ZAMORA MARTIN,SERRANO GOMEZ JORGE ARMANDO,V,H,H
PARTIDO DEL TRABAJO,20,DIPUTADO FEDERAL RP,GUARDADO MENDOZA ROSA ELBA,MENDOZA MURILLO RAQUEL SELENE,V,M,M
PARTIDO DEL TRABAJO,21,DIPUTADO FEDERAL RP,ZAMORA LEMUS PORFIRIO,SANCHEZ DIAZ NICOLAS,V,H,H
PARTIDO DEL TRABAJO,22,DIPUTADO FEDERAL RP,LOPEZ SILVA ALMA LORENA,REYNAGA VAZQUEZ IVET,V,M,M
PARTIDO DEL TRABAJO,23,DIPUTADO FEDERAL RP,BELLO MERIDA JULIO CESAR,ALMONTES GUZMAN RAFAEL,V,H,H
PARTIDO DEL TRABAJO,24,DIPUTADO FEDERAL RP,QUIROZ SALCEDO ERENDIRA,RAMIREZ JIMENEZ GORGONIA,V,M,M
PARTIDO DEL TRABAJO,25,DIPUTADO FEDERAL RP,CORNEJO DIAZ VICTOR MANUEL,GAYOSSO MUNIVE J. BALDOMERO,V,H,H
PARTIDO DEL TRABAJO,26,DIPUTADO FEDERAL RP,GONZALEZ RIVERA DELIA,CAMACHO CHAVEZ BEATRIZ ARELI,V,M,M
PARTIDO DEL TRABAJO,27,DIPUTADO FEDERAL RP,FLORES QUIJANO MANUEL,BANDA CRUZ TOMAS,V,H,H
PARTIDO DEL TRABAJO,28,DIPUTADO FEDERAL RP,ORTIZ CORONADO MARIBEL,LOPEZ RAMIREZ HILDA,V,M,M
PARTIDO DEL TRABAJO,29,DIPUTADO FEDERAL RP,MARTINEZ DOMINGUEZ MARCELINO,VENA ENTOTE RICARDO,V,H,H
PARTIDO DEL TRABAJO,30,DIPUTADO FEDERAL RP,CHAVEZ HERNANDEZ VALERIA,HERNANDEZ HERNANDEZ ELADIA,V,M,M
PARTIDO DEL TRABAJO,31,DIPUTADO FEDERAL RP,VILLA ROJAS APOLONIO,LEON REMIGIO MANUEL,V,H,H
PARTIDO DEL TRABAJO,32,DIPUTADO FEDERAL RP,BAUTISTA GONZALEZ ERICKA GUADALUPE,UGALDE MORENO GABRIELA,V,M,M
PARTIDO DEL TRABAJO,33,DIPUTADO FEDERAL RP,GONZALEZ LEON MIGUEL ANGEL,BETANCOURT GARCIA NELSON,V,H,H
PARTIDO DEL TRABAJO,34,DIPUTADO FEDERAL RP,CORONA TORRES ARACELI,MANZO RODRIGUEZ MARIA DEL SOCORRO,V,M,M
PARTIDO DEL TRABAJO,35,DIPUTADO FEDERAL RP,TERRON SOTO SERGIO,MOYA GONZALEZ EDGAR GERMAN,V,H,H
PARTIDO DEL TRABAJO,36,DIPUTADO FEDERAL RP,SERVIN SANCHEZ FABIOLA,OROZCO GARCIA BRENDA NAZARIA,V,M,M
PARTIDO DEL TRABAJO,37,DIPUTADO FEDERAL RP,GRANILLO VARGAS JAIME JAVIER,MARTINEZ MARTINEZ JESUS ENRIQUE,V,H,H
PARTIDO DEL TRABAJO,38,DIPUTADO FEDERAL RP,CARDENAS SANCHEZ JUANA ARACELI,ANAYA ZEPEDA JESSHICA BEATRIZ,V,M,M
PARTIDO DEL TRABAJO,39,DIPUTADO FEDERAL RP,MARTINEZ HERNANDEZ ALVARO,GALVEZ PAULIN LUIS FRANCISCO,V,H,H
PARTIDO DEL TRABAJO,40,DIPUTADO FEDERAL RP,LEON GONZALEZ ADILENE,SANCHEZ CASTRO MARIA GUADALUPE,V,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,1,DIPUTADO FEDERAL RP,ROSAS URIBE ERIKA MARIANA,COSIO VALDES MARIANA,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,2,DIPUTADO FEDERAL RP,GÓMEZ ALCANTAR MARCO ANTONIO,SÁNCHEZ SÁNCHEZ MISAEL,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,3,DIPUTADO FEDERAL RP,SCHLESKE DE ARIÑO IAN KARLA,CHÁVEZ MEZA MARÍA GUADALUPE,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,4,DIPUTADO FEDERAL RP,AUBRY DE CASTRO PALOMINO ENRIQUE,CONTRERAS VAZQUEZ DAVID,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,5,DIPUTADO FEDERAL RP,GARCIA GARCIA MARIA DEL ROSARIO,CANCELADO,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,6,DIPUTADO FEDERAL RP,GONZALEZ RENERO RAUL ARTURO,ALEMAN MERCADO JAIME,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,7,DIPUTADO FEDERAL RP,TORRES SABORI ANA SOBEIDA,AVIÑA GONZALEZ LOURDES,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,8,DIPUTADO FEDERAL RP,MARTINEZ SALAZAR SERGIO IVAN,GONZALEZ SALAZAR OSCAR RENE,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,9,DIPUTADO FEDERAL RP,GONZALEZ SANCHEZ DIANA PATRICIA,CARRANZA RODRIGUEZ MARIA DEL ROCIO,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,10,DIPUTADO FEDERAL RP,ESTRADA SAUCEDO JORGE,JACINTO SOTO EDUARDO,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,11,DIPUTADO FEDERAL RP,ESCOBEDO CASTRO BEATRIZ,ALCARAZ MARTIN DEL CAMPO KARLA GRACIELA,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,12,DIPUTADO FEDERAL RP,ROCHA AVILA GERARDO,ROCHA AVILA SAUL,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,13,DIPUTADO FEDERAL RP,OROZCO VERDIN LESLIE MONSERRAT,CUEVAS MARTINEZ GLORIA CRUZ,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,14,DIPUTADO FEDERAL RP,VIVIAN BERNAL JAVIER,BOJORQUEZ ROCHIN FRANCISCO JAVIER,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,15,DIPUTADO FEDERAL RP,GONZALEZ CASTELLANOS MARIA DOLORES,HARRIGAN HERNANDEZ KARLA EUGENIA,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,16,DIPUTADO FEDERAL RP,YESCAS BLANCAS CHRISTIAN ARTURO,RODRIGUEZ MONTAÑO JOSE LUIS,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,17,DIPUTADO FEDERAL RP,RODRIGUEZ RUBIO DIANA AURORA,REYES AGUILAR ERIKA MARIA,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,18,DIPUTADO FEDERAL RP,CONTRERAS BUSTAMANTE JOSE ANTONIO,RUIZ PINEDO VICTOR HUGO,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,19,DIPUTADO FEDERAL RP,OSUNA FUENTES PATRICIA,QUIJADA ROMO BRENDA LIZETH,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,20,DIPUTADO FEDERAL RP,ROMERO CALDERÓN FRANCISCO,ROMERO CALDERON CLAUDIO,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,21,DIPUTADO FEDERAL RP,ORTEGA GARCIA SANDRA ROSA,TORAL GARCIA KAREN GABRIELA,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,22,DIPUTADO FEDERAL RP,TREVIÑO GARCIA JOSE ANGEL,TORRES VILLAREAL CARLOS AUGUSTO,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,23,DIPUTADO FEDERAL RP,MENDEZ FELIX AURORA,VELAZQUEZ CASTILLO ADRIANA,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,24,DIPUTADO FEDERAL RP,PERALES CASTRO GREGORIO GERARDO,RIVAS CARRILLO LUIS ALBERTO,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,25,DIPUTADO FEDERAL RP,CABRAL LOPEZ MARMELIA,RUIZ LUNA PATRICIA,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,26,DIPUTADO FEDERAL RP,CHAURAND CORTES JUAN PEDRO,VELEZ RODRIGUEZ JAIME,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,27,DIPUTADO FEDERAL RP,YAÑEZ MACHORRO ADRIANA GUADALUPE,CARDONA RAMOS LAURA MARCELA,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,28,DIPUTADO FEDERAL RP,OROZCO ESPARZA OSCAR ALBERTO,CASTREJON RAMIREZ MIGUEL ANGEL,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,29,DIPUTADO FEDERAL RP,VAZQUEZ MARTINEZ NANCY GUADALUPE,MATA GOMEZ MIRIAM GUADALUPE,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,30,DIPUTADO FEDERAL RP,AVILA FIGUEROA ABRAHAM GILBERTO,GARCIA LOPEZ FERNANDO,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,31,DIPUTADO FEDERAL RP,GONZALEZ SIERRA MARISOL,SIERRA CARREÑO FLORA MARINA,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,32,DIPUTADO FEDERAL RP,AVALOS GARCIA JUAN OMAR,RIOS HERNANDEZ DIEGO ARMANDO,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,33,DIPUTADO FEDERAL RP,HERNANDEZ MORALES ERIKA MARIA ANGELICA,SANDOVAL SOTO LILIA DEL CARMEN,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,34,DIPUTADO FEDERAL RP,ARCINIEGA GONZALEZ EDGAR RAFAEL,SEDANO GONZALEZ EMANUEL JOSAFAT,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,35,DIPUTADO FEDERAL RP,CAMARENA PEREZ MARIA ISABEL,CAMARENA PEREZ ROSA,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,36,DIPUTADO FEDERAL RP,RODRIGUEZ GONZALEZ JULIO CESAR,MEDINA VASQUEZ JOSE ANGEL,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,37,DIPUTADO FEDERAL RP,GAYTAN REYES HAYDE ANALI,GAYTAN REYES ILSE KARMINA,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,38,DIPUTADO FEDERAL RP,NAVARRO LOPEZ ALVARO ANTONIO,OLAEZ PRECIADO ISRAEL,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,39,DIPUTADO FEDERAL RP,RAMIREZ RIVAS MARIA GUADALUPE,GONZALEZ MARQUEZ CLAUDIA TERESA,I,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,40,DIPUTADO FEDERAL RP,NIETO MARQUEZ JUAN MANUEL,MARISCAL GONZALEZ MARIO,I,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,1,DIPUTADO FEDERAL RP,PUENTE SALAS CARLOS ALBERTO,FANJON GONZALEZ ENRIQUE,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,2,DIPUTADO FEDERAL RP,MANRIQUE GUEVARA BEATRIZ,ESPINOZA MATA ZULMA,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,3,DIPUTADO FEDERAL RP,ELIZONDO GARRIDO FRANCISCO,ARROYO NAVARRETE ARTURO,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,4,DIPUTADO FEDERAL RP,AGUILAR RAMIREZ MARTHA PATRICIA,GALAN ZAVALA IRAM MARLENE,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,5,DIPUTADO FEDERAL RP,GONZALEZ MACIAS JESUS,PANTOJA VILLARREAL GUSTAVO ERNESTO,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,6,DIPUTADO FEDERAL RP,PALOMARES COLMENERO GISELA,SOLIS MORALES JACQUELINE,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,7,DIPUTADO FEDERAL RP,LAVENANT BUENDIA ARTURO,ALMARAZ SOTO VICTOR HUGO,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,8,DIPUTADO FEDERAL RP,CALVILLO SOTO MARIA DEL CONSUELO,ODRIOZOLA MARTINEZ KATIA JANET,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,9,DIPUTADO FEDERAL RP,GAMEZ IBARRA MAURICO,SAENZ GOMEZ JOSEPH CRAIG,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,10,DIPUTADO FEDERAL RP,GALLEGOS RODRÍGUEZ MARÍA DE LOS ANGELES,CHAPA MARMOLEJO CLAUDIA MAYELA,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,11,DIPUTADO FEDERAL RP,HINOJOSA BANDA MANUEL ALEJANDRO,SAGAHON LUNA ANGEL DE JESUS,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,12,DIPUTADO FEDERAL RP,FLORES ALVAREZ ABIGAIL EDITH,HERNANDEZ ARAUJO NADIA LIZBETH,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,13,DIPUTADO FEDERAL RP,IZQUIERDO SALAS EUDES ALEJANDRO,MORALES ALVAREZ CARLOS NOE,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,14,DIPUTADO FEDERAL RP,FLORES MARIN CINTHYA GUADALUPE,BAEZ MONTEMAYOR GRICELDA GUADALUPE,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,15,DIPUTADO FEDERAL RP,GIRON MONTOYA GERARDO MISAEL,VENEGAS ROMERO JORGE,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,16,DIPUTADO FEDERAL RP,CARDENAS ANFOSO CLARA MARIA,MORAN VILLANUEVA VERONICA GUADALUPE,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,17,DIPUTADO FEDERAL RP,BALBOA VILLEGAS GUILLERMO,DEL OLMO BLANCO JOSE WENCESLAO,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,18,DIPUTADO FEDERAL RP,DE LEON ESPINDOLA KARLA VICTORIA,RIVERA RIVAS LILIANA ALEJANDRA,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,19,DIPUTADO FEDERAL RP,MUÑOZ GARCIA GUILLERMO ANTONIO,RODRIGUEZ HERNANDEZ ALEJANDRO,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,20,DIPUTADO FEDERAL RP,LOPEZ VELARDE VELOZ LESLI CAROLINA,DELGADO SANTOS JESSICA PAOLA,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,21,DIPUTADO FEDERAL RP,MAYA HERNANDEZ JAIME DANIEL,HINOJOSA MENDOZA RAUL GERARDO,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,22,DIPUTADO FEDERAL RP,GARCIA OCAMPO MARIA ELIZABETH,JAIME GARCIA ANDREA GUADALUPE,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,23,DIPUTADO FEDERAL RP,FLORES PALACIO EDGAR EMANUEL,HERNANDEZ RODRIGUEZ JOSE GUADALUPE,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,24,DIPUTADO FEDERAL RP,CHIVACUAN DEL OLMO MARIA JOSEFINA,TURRUBIATES MACIAS OLGA LIDIA,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,25,DIPUTADO FEDERAL RP,MUÑOZ DE LEON JESUS EDUARDO,VAZQUEZ SALAS EFRAIN,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,26,DIPUTADO FEDERAL RP,JUAREZ CARRETERO MARISOL,PEREZ VELEZ ALMA ERENDIRA,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,27,DIPUTADO FEDERAL RP,RODRIGUEZ HERNANDEZ MARIO ALBERTO,CELESTINO TORRES JUAN CARLOS,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,28,DIPUTADO FEDERAL RP,IZQUIERDO SALAS MARTHA JUDITH,RUIZ MANCILLA DELIA LEONOR,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,29,DIPUTADO FEDERAL RP,LARA SALAS CESAR GUSTAVO,GUARDADO RODRIGUEZ MARCELO HUGO,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,30,DIPUTADO FEDERAL RP,GALVAN NAVA LILIANA,BECERRA CONTRERAS NAYELI TERESA,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,31,DIPUTADO FEDERAL RP,RODRIGUEZ AYALA LUIS FERNANDO,GOMEZ HERNANDEZ LUIS FERNANDO,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,32,DIPUTADO FEDERAL RP,ESPINO SALAS ANA CECILIA,SALAZAR CASTANEDO PAULINA,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,33,DIPUTADO FEDERAL RP,BETANZOS BARROSO NOE ISRAEL,CHAVEZ HERNANDEZ ARTURO,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,34,DIPUTADO FEDERAL RP,RAMIREZ MUÑOZ CLAUDIA ALEJANDRA,RAMIREZ GARCIA MARIA FERNANDA,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,35,DIPUTADO FEDERAL RP,MARES ROCHA RODOLFO,SAUCEDO ROCHA MARCO ANTONIO,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,36,DIPUTADO FEDERAL RP,FIERRO AYALA CLAUDIA FABIOLA,VALERO NARVAEZ ALMA VERONICA,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,37,DIPUTADO FEDERAL RP,ALVAREZ MARTINEZ PEDRO SILVESTRE,MILAN VAZQUEZ EFREN,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,38,DIPUTADO FEDERAL RP,CASTILLO FLORES ROSA MARIA,LLANAS HERNANDEZ CAROLINA,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,39,DIPUTADO FEDERAL RP,ESTRADA PEDROZA RICARDO,REYES RUBIO REGULO,II,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,40,DIPUTADO FEDERAL RP,SOLIS CABRERO CINTHYA JAZMIN,LIGUES LEOS ROSA MARIA,II,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,1,DIPUTADO FEDERAL RP,GONZALEZ MARTINEZ JORGE EMILIO,CORONA MENDEZ JORGE FRANCISCO,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,2,DIPUTADO FEDERAL RP,PERALTA DE LA PEÑA ANA PATRICIA,PALMA VAZQUEZ PAOLA DE LA CONCEPCION,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,3,DIPUTADO FEDERAL RP,OCHOA GALLEGOS WILLIAMS OSWALDO,CHOZAS CHOZAS ALFONSO JOSE,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,4,DIPUTADO FEDERAL RP,SCHLESKE DE ARIÑO TYARA,MONTEMAYOR CASTILLO SANTY,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,5,DIPUTADO FEDERAL RP,MADRAZO ROJAS FEDERICO,VELEZ MIER Y CONCHA MIGUEL ARMANDO,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,6,DIPUTADO FEDERAL RP,BAXZI GARCIA LUZ DEL CARMEN,OSORIO PRIEGO INGRID CRISTAL,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,7,DIPUTADO FEDERAL RP,LOPEZ LANDERO TOMAS,BRAHMS GONZALEZ GUILLERMO ANDRES,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,8,DIPUTADO FEDERAL RP,SAIDEN QUIROZ JESSICA,MEDINA PEDRO NIDIA KARIME,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,9,DIPUTADO FEDERAL RP,SANCHEZ DUARTE JUAN JOSE,LARRAIN HERNANDEZ RODRIGO ITALO,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,10,DIPUTADO FEDERAL RP,CHIÑAS LOPEZ EVELYN,TORIBIO ARRAZOLA MARIBEL,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,11,DIPUTADO FEDERAL RP,CABRERA CORREA ALEJANDRO,ANGULO NUÑEZ JAIR,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,12,DIPUTADO FEDERAL RP,RAMOS GOMEZ LAURA,CURMINA CABAÑAS DIANA LAURA,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,13,DIPUTADO FEDERAL RP,MEDINA BOLIO FERNANDO,ALPUCHE DE LILLE FRANCISCO JOSE,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,14,DIPUTADO FEDERAL RP,LOPEZ MORA YURIANA,ACOSTA FERNANDEZ MARIANA,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,15,DIPUTADO FEDERAL RP,ZANATTA PERALTA MAXIMINO,RAMOS HERNANDEZ SERGIO,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,16,DIPUTADO FEDERAL RP,DIAZ HURTADO MARIA INES,MONTERO CABRERA ALICIA MIREYA,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,17,DIPUTADO FEDERAL RP,POLANCO CORDOVA RAYMUNDO,ESTRADA BURGOS CRISSTIAN ALEJANDRO,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,18,DIPUTADO FEDERAL RP,GUILLERMO PEREZ MARIANA,MORENO SOSA SARA ENRIQUETA,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,19,DIPUTADO FEDERAL RP,PEÑA SALINAS LUIS ANTONIO,PACHECO MARTÍNEZ JUAN ABRAHAM,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,20,DIPUTADO FEDERAL RP,GOMEZ DURAN MARIANN,PEREZ ANCONA MARISA,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,21,DIPUTADO FEDERAL RP,MAURY LOPEZ RODRIGO,ARROYO QUEZADA GERARDO,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,22,DIPUTADO FEDERAL RP,JOYA RAMIREZ ERENDIRA,JACINTO GARRIDO LILIANA DEL CARMEN,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,23,DIPUTADO FEDERAL RP,LORENZANA REJON JOAQUIN ALBERTO,UICAB DORANTES WILLIAM MANUEL,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,24,DIPUTADO FEDERAL RP,VAZQUEZ HAAS MARIA DE LOS ANGELES,LUNA ARJON REBECA CITLALI,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,25,DIPUTADO FEDERAL RP,RIVERO SALAZAR RICARDO ALFONZO,PINO PEREZ RODRIGO ANTONIO,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,26,DIPUTADO FEDERAL RP,RAMIREZ HERRERA MARIA JOSE,HERRERA HERRERA SHARON ROXANA,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,27,DIPUTADO FEDERAL RP,HARO SALINAS FERNANDO,CASANOVA VELA EDUARDO,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,28,DIPUTADO FEDERAL RP,RAMIREZ HERRERA REINA MARGARITA,DORANTES VILLANUEVA CAROLINA DEL SOCORRO,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,29,DIPUTADO FEDERAL RP,MARTINEZ CRUZ IGNACIO,SANCHEZ MENDEZ JAVIER,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,30,DIPUTADO FEDERAL RP,PEREZ NAJERA MASSIEL ESTHEFANIA,VAZQUEZ LARA NORMA PRISSILA,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,31,DIPUTADO FEDERAL RP,GUERRERO POSADAS FAUSTINO,MARTINEZ LOPEZ ELI,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,32,DIPUTADO FEDERAL RP,HERNANDEZ OLVERA MAYRA JANET,CAMPERO LOPEZ MAGNOLIA,III,M,M
PARTIDO VERDE ECOLOGISTA DE MÉXICO,33,DIPUTADO FEDERAL RP,TIRADO ZAMARRIPA JORGE,CASTILLO RODRIGUEZ SAUL GILBERTO,III,H,H
PARTIDO VERDE ECOLOGISTA DE MÉXICO,34,DIPUTADO FEDERAL RP,AGUILAR SANCHEZ CORAL GUADALUPE,SALVADOR GONZÁLEZ EVELYN JAZIVE,III,M,M
