ESTADO_ELECCION,NOMBRE_ASOCIACION,TIPO_CANDIDATURA_PROP,NOMBRE_PROPIETARIO,NOMBRE_SUP,DISTRITO_ELECCION,SEXO_PROP,SEXO_SUP
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,BARRADAS ESPINOSA MARIA ALICIA,REYES MORALES NORA ISABEL,18-ZONGOLICA,M,M
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,ROSENDO PELAYO MANUEL,LIRA SANCHEZ RAFAEL,19-SAN ANDRES TUXTLA,H,H
VERACRUZ,PARTIDO VERDE ECOLOGISTA DE MÉXICO,DIPUTADO FEDERAL MR,PEREZ VERA RUBEN,GONZALEZ HERNANDEZ TOMAS,20-COSOLEACAQUE,H,H
MORELOS,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,CORONATO RODRIGUEZ JOSE FRANCISCO,LEAL BOBADILLA GABRIEL,1-CUERNAVACA,H,H
MORELOS,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,PAZOS ARCE FABIOLA ALEJANDRA,VERA CHAVEZ MARIA ALEJANDRA,2-JIUTEPEC,M,M
MORELOS,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,MEZA PAZ ARLEN VIRGINIA,ZAPATERO VERGARA JULIA,3-CUAUTLA,M,M
MORELOS,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,ESCOBAR ROMAN ANA MARIA,BATALLA CARRANZA ANAHI,4-JOJUTLA,M,M
MORELOS,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,TOVILLA MARIN JOSE JUAN,LOPEZ ARIZMENDI GEOVANY,5-YAUTEPEC,H,H
NUEVO LEON,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,GARZA GUERRA CAROLINA MARIA,GONZALEZ ARENAS ANA ROSA,1-SANTA CATARINA,M,M
NUEVO LEON,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,DELGADO GUERRERO ELIZABETH,SALDAÑA SANCHEZ SAMANTHA LIZBETH,2-APODACA,M,M
NUEVO LEON,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,BAZAN VILLARREAL GLORIA IVETTE,GARZA FLORES MARIA DEL ROSARIO,3-GRAL. ESCOBEDO,M,M
NUEVO LEON,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,LEIVA RODRIGUEZ HUGO ALONSO,DIAZ BOCANEGRA JANATHAN JAVIER,4-SAN NICOLAS DE LOS GARZA,H,H
NUEVO LEON,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,RODRIGUEZ RAMIREZ ADONIRAM,PACHECO GUZMAN ABISAI,5-MONTERREY,H,H
NUEVO LEON,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,BASAVE ALANIS AGUSTIN CARLOS,LEE PONCE ROBERTO ENRIQUE,6-MONTERREY,H,H
NUEVO LEON,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,MEDINA HERRERA HAYDEE DEL CARMEN,MUÑOZ RODRIGUEZ BLANCA IDALIA,7-GARCIA,M,M
NUEVO LEON,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,CASADO CABRERO IVONNE,LOPEZ MARTINEZ MARTHA,8-GUADALUPE,M,M
NUEVO LEON,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,GUTIERREZ CAVAZOS JAVIER GERARDO,PERALES AGUILAR EDUARDO MARTIN,9-LINARES,H,H
NUEVO LEON,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,ADAME OCHOA ROBERTO EDUARDO,HERNANDEZ ORTEGA JULIO ALBERTO,10-MONTERREY,H,H
NUEVO LEON,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,LAVIN SALAZAR RICARDO EDUARDO,CARRIZALES PAZ HIPARCO DANIEL,11-GUADALUPE,H,H
NUEVO LEON,MOVIMIENTO CIUDADANO,DIPUTADO FEDERAL MR,VIDALES GONZALEZ MARIA MAGNOLIA,SAUCEDA PEREZ ARACELY,12-BENITO JUAREZ,M,M
AGUASCALIENTES,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ZAPATA RANGEL ARTURO,ARELLANO MUÑOZ JOSE ALEJANDRO,1-JESUS MARIA,H,H
AGUASCALIENTES,NUEVA ALIANZA,DIPUTADO FEDERAL MR,QUEZADA CHAVEZ ARMANDO,ARANDA RIVERA NUMENI GIOVANNI,2-AGUASCALIENTES,H,H
AGUASCALIENTES,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RAMIREZ CASTAÑEDA PATRICIA,MARTINEZ PAREDES KARINA,3-AGUASCALIENTES,M,M
BAJA CALIFORNIA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,MARTÍNEZ CARRILLO JOSÉ ALBERTO,ESPINOZA GUERRA ROGELIO,1-MEXICALI,H,H
BAJA CALIFORNIA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ESTRELLA MONTOYA MIGUEL ALEJANDRO,PONCE FELIX HECTOR,2-MEXICALI,H,H
BAJA CALIFORNIA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ORTEGA GAMBOA FRANCISCO ALFREDO,BOJORQUEZ MARTINEZ JOAB,3-ENSENADA,H,H
BAJA CALIFORNIA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,INZUNZA ANGULO BLANCA NIDIA,REYES NUÑEZ LAURA LETICIA,4-TIJUANA,M,M
BAJA CALIFORNIA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,PARRA MEZA VICTOR,MORENO VILLA DANIEL,5-TIJUANA,H,H
BAJA CALIFORNIA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,MIRANDA CASTRO IRMA YOSELINE,MANZANO ESPINOSA DE LOS MONTEROS LUCIA DEL CARMEN,6-TIJUANA,M,M
BAJA CALIFORNIA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GARCÍA VALDEZ YESICA,ROBLES VELEZ LUDSAID,7-MEXICALI,M,M
BAJA CALIFORNIA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,PÉREZ VENTURA LIZBETH GUADALUPE,BARAJAS MAGAÑA SABDI,8-TIJUANA,M,M
BAJA CALIFORNIA SUR,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GAMEZ CASAL RICARDO,CASAL LOPEZ ARIEL ENRIQUE,1-LA PAZ,H,H
BAJA CALIFORNIA SUR,NUEVA ALIANZA,DIPUTADO FEDERAL MR,VEGA URIBE EMILIA,EGREMY MARTINEZ MARTHA AURORA,2-SAN JOSE DEL CABO,M,M
CHIHUAHUA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,DUARTE SANCHEZ SANDRA MARIA ANTONIETA,ALARCON GUTIERREZ ELIAN,1-JUAREZ,M,M
CHIHUAHUA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ESCALANTE RAMIREZ KARLA MICHAEEL,ANDRADE ESCAMILLA OFELIA IVONNE,2-JUAREZ,M,M
CHIHUAHUA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,SAENZ QUEZADA CRISTINA ELENA,FLORES FONG ALEJANDRA IDALY,3-JUAREZ,M,M
CHIHUAHUA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GIACOMAN ROMAN JESUS MIGUEL,LOPEZ AVITIA EDGAR MANUEL,4-JUAREZ,H,H
CHIHUAHUA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,AVILES LEAL JULIO NAZARIO,MENDOZA SOTO GABRIEL,5-DELICIAS,H,H
CHIHUAHUA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CHAVIRA SANCHEZ CESAR MANUEL,HERNANDEZ FRIAS LUIS REY,6-CHIHUAHUA,H,H
CHIHUAHUA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CELIS FLORES ERIK,PULIDO ROSAS SAUL,7-CUAUHTEMOC,H,H
CHIHUAHUA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,OLVERA MARTINEZ FLOR DE MARIA,HERRERA SAENZ ESTEFANIA,8-CHIHUAHUA,M,M
CHIHUAHUA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,SILVA RUEDA GUADALUPE,PALMA RUIZ YURIDIA MAGALY,9-HIDALGO DEL PARRAL,M,M
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,HERNANDEZ ANAYA ELIA NANCY,HERNANDEZ TREJO NINFA ELIZABETH,1-GUSTAVO A. MADERO,M,M
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ALMANZA GARCIA KARLA,TORRES  JUANA LUCIA,2-GUSTAVO A. MADERO,M,M
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,QUEZADA VAZQUEZ JOSE ISABEL,AVALOS SANCHEZ MARIO ALFONSO,3-AZCAPOTZALCO,H,H
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GINORI REYES SALVADOR ISAAC,DUARTE FLORES GUILLERMO,4-IZTAPALAPA,H,H
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,PARRA SILVA HUGO,PACHECO RODRIGUEZ PORFIRIO,5-TLALPAN,H,H
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GOMES FONSECA SAMANTHA CAROLINA,CHAVEZ VIEYRA MARIBEL VERONICA,6-LA MAGDALENA CONTRERAS,M,M
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GUERRERO SAUCEDO MARIA GUADALUPE,SANTIBAÑEZ GONZALEZ IRACEMA,7-GUSTAVO A. MADERO,M,M
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ORTIZ GUTIERREZ ARTURO,TELLO LOPEZ ISRAEL,8-CUAUHTEMOC,H,H
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ROSAS MARTINEZ FABIOLA,JIMENEZ CHAVEZ ODET ZULIMA,9-TLAHUAC,M,M
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ESPINOSA FLORES RODERICK,TELLEZ RAMIREZ GUSTAVO,10-MIGUEL HIDALGO,H,H
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,PEREZ MANZO MARIO ALBERTO,SANTIAGO FLORES RENE MAURICIO,11-VENUSTIANO CARRANZA,H,H
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,DE LA CONCHA GALVEZ NORMA LUZ,GONZALEZ GUEVARA MARIA,12-CUAUHTEMOC,M,M
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ACOSTA GUTIERREZ ELSA DANIELA,SANCHEZ MAGAÑA MONICA ANGELICA,13-IZTACALCO,M,M
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GOMEZ CRUZ CARLOS HUMBERTO,GOMEZ CASTRO CARLOS ALONZO,14-TLALPAN,H,H
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,TOVAR ORTEGA YOLANDA ELENA,POSADAS ALMANZA MARIA FERNANDA,15-BENITO JUAREZ,M,M
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,VARGAS RIOS ALBERTO,VARGAS SANCHEZ VICTOR,16-ALVARO OBREGON,H,H
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GUTIERREZ CASTILLO SAUL JOSUE,GARCIA ORTIZ BERNARDO,17-CUAJIMALPA DE MORELOS,H,H
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,LOPEZ TAPIA MAURICIO,MORAN PULGAR JOSE ANTONIO,18-IZTAPALAPA,H,H
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,SIERRA SALGADO MARIA FERNANDA,TORRES TREVIÑO ATZIRY,19-IZTAPALAPA,M,M
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RODRIGUEZ CRUZ JESSICA VALERIA,TELLO PADILLA LAURA BERTA,20-IZTAPALAPA,M,M
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,AMAYA POBLANO IGNACIO,AMAYA CONTRERAS VICTOR ANTONIO,21-XOCHIMILCO,H,H
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,LOPEZ LUGO MARGARITA,MIRANDA LUGO ANAHI VIRIDIANA,22-IZTAPALAPA,M,M
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CARIO VELAZQUEZ GUADALUPE,LUNA NETZAHUALCOYOTL DULCE ROCIO,23-COYOACAN,M,M
CIUDAD DE MEXICO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,HERNANDEZ GARCIA JULIO CESAR,FLORES NAVARRETE VICTOR HUGO,24-COYOACAN,H,H
DURANGO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CORRAL SANCHEZ IRAMBEL,CASTILLO GUERECA EDGAR RUBEN,1-VICTORIA DE DURANGO,H,H
DURANGO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GARCIA NAVA ELIZABETH,PUENTE SEPULVEDA ALEJANDRA,2-GOMEZ PALACIO,M,M
DURANGO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CESARETTI SALAZAR RAQUEL,GUTIERREZ ENRIQUEZ LUZ MARIA,3-GUADALUPE VICTORIA,M,M
DURANGO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GARCIA GARCIA AGNI OTTO,VALLES HERNANDEZ EDUARDO,4-VICTORIA DE DURANGO,H,H
GUANAJUATO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CANTERO NUÑEZ JUAN CARLOS,ROSALES GUERRERO CESAR MARCELINO,1-SAN LUIS DE LA PAZ,H,H
GUANAJUATO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,HERRING CHAVEZ MA GABRIELA,LABRADA MALDONADO IRMA,2-SAN MIGUEL DE ALLENDE,M,M
GUANAJUATO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CALVILLO APOLINAR ALEJANDRO ARTURO,SALAZAR ANDRADE JOSE ALEJANDRO,3-LEON,H,H
GUANAJUATO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,PATLAN GUTIERREZ CYNTHIA LORENA,HERNANDEZ MAREZ KARINA,4-GUANAJUATO,M,M
GUANAJUATO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,MENA PASTRANO ANA GABRIELA,PADILLA BECERRA PALOMA SEBASTIANA,5-LEON,M,M
GUANAJUATO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GUERRERO ARELLANO ALMA FABIOLA,GRANADOS BARRIOS LUCINA,6-LEON,M,M
GUANAJUATO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,MORENO MADRIGAL JOSE LUIS,GONZALEZ LOC JOSE ALFREDO,7-SAN FRANCISCO DEL RINCON,H,H
GUANAJUATO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,OROS NUÑEZ JOSE,AGUILERA GOMEZ JOSE MARTIN JOEL,8-SALAMANCA,H,H
GUANAJUATO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CORONA CAMPOS HERIBERTA CATALINA,TORRES SEGOVIANO MARIA SOLEDAD,9-IRAPUATO,M,M
GUANAJUATO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CORTES VARGAS MARIA LUISA,SANCHEZ MARTINEZ JESSICA ROCIO,10-URIANGATO,M,M
GUANAJUATO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,TRUJILLO LOPEZ JUAN VICTOR MANUEL,GOMEZ GOMEZ ROGELIO,11-LEON,H,H
GUANAJUATO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CUAPIO LOPEZ OSCAR FRANCISCO,SANCHEZ GRANADOS JOSE GUADALUPE,12-CELAYA,H,H
GUANAJUATO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ANGEL BERMUDEZ ERIKA DAYANARA,MORALES TORREBLANCA LIZBETH CITLALI,13-VALLE DE SANTIAGO,M,M
GUANAJUATO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,TRUJILLO PEREZ MARLENE,ARREDONDO GARCIA YERALDI ADANARI,14-ACAMBARO,M,M
GUANAJUATO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RAMIREZ ROMERO CRISTIAN MANUEL,GARCIA CALDERON XAVIER,15-IRAPUATO,H,H
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,SIERRA ROMERO DOLORES EDITH,JIMENEZ OROZCO MARIA DEL SOCORRO,1-TEQUILA,M,M
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,PULIDO DIAZ JOSE,PACHECO VELAZQUEZ HUMBERTO,2-LAGOS DE MORENO,H,H
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,DOMINGUEZ GUERRA NAUL ESTEBAN,VAZQUEZ CASTELLANOS JOSE LUIS,3-TEPATITLAN DE MORELOS,H,H
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RIVERA GONZALEZ MARIANA,RODRIGUEZ LARRAÑAGA VALERIA DAYANNA,4-ZAPOPAN,M,M
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CARO ROMERO LAURA ADANELY,MONTIEL SAINZ JUANA MARIA,5-PUERTO VALLARTA,M,M
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GONZALEZ GUTIERREZ VIRIDIANA GUADALUPE,GOMEZ GUTIERREZ ELSA ALEJANDRA,6-ZAPOPAN,M,M
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,IBARRA MENDOZA JULIO CESAR,TENORIO VELAZQUEZ J ISABEL,7-TONALA,H,H
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,PONCE VARELA ALFONSO,RAMOS DAVID RODRIGO ALONSO,8-GUADALAJARA,H,H
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,MENDOZA MELENDREZ MARTHA ALICIA,DELGADILLO HERRERA GLORIA ABIGAYL,9-GUADALAJARA,M,M
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,DE LA VEGA PEREZ KARLA AMELIA,GARCIA CASTAÑEDA MIRIAM GUADALUPE,10-ZAPOPAN,M,M
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CASTILLO SANTILLAN ELENA BERENICE,RAMOS PEÑA MARIA GUADALUPE,11-GUADALAJARA,M,M
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ALANIS CERVANTES ALIS LIZETTE,MACHAIN LOERA MARIA DEL ROSARIO,12-TLAJOMULCO DE ZUÑIGA,M,M
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,LUNA GONZALEZ JOSE FEDERICO,MUÑOZ TENORIO CESAR AUGUSTO,13-TLAQUEPAQUE,H,H
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,PEREZ MADRIGAL RAMON ALEJANDRO,MONTES AVILA AURELIO,14-GUADALAJARA,H,H
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ESCOTO SIERRA ALICIA,ANAYA SANDOVAL NOHEMI,15-LA BARCA,M,M
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,BARAJAS PALOMAR OFELIA,ESPINOSA ARJONA EVADNE PAOLA,16-TLAQUEPAQUE,M,M
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RAMIREZ HERNANDEZ DANIEL,RENTERIA MACIAS RAMON,17-JOCOTEPEC,H,H
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,JIMENEZ MONTES JOSE ALEJANDRO,GOMEZ LOPEZ ADRIAN VALENTIN,18-AUTLAN DE NAVARRO,H,H
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,SERRATOS SANCHEZ NORMA PATRICIA,VELASCO VAZQUEZ ALMA VERONICA,19-CIUDAD GUZMAN,M,M
JALISCO,NUEVA ALIANZA,DIPUTADO FEDERAL MR,QUINTERO DAMIAN LUIS FERNANDO,AGUIRRE AVIÑA VICTOR MANUEL,20-TONALA,H,H
MICHOACAN,NUEVA ALIANZA,DIPUTADO FEDERAL MR,PINEDA RAMIREZ FLORENTINO,CALDERON BANDERAS CARLOS,1-LAZARO CARDENAS,H,H
MICHOACAN,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GUEVARA LOPEZ ROCIO,LAZARO ONOFRE VANESSA LUCERO,2-PURUANDIRO,M,M
MICHOACAN,NUEVA ALIANZA,DIPUTADO FEDERAL MR,REYES BLANCO SARAI,REBOLLAR RIVERA YUVITZY,3-HEROICA ZITACUARO,M,M
MICHOACAN,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RAMIREZ CARMONA EZAID ALEJANDRO,SANCHEZ ARROYO JOSE ALBERTO,4-JIQUILPAN DE JUAREZ,H,H
MICHOACAN,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GONZALEZ RAMIREZ BEATRIZ LIZBETH,CEJA OLIVARES KARLA ERNESTINA,5-ZAMORA DE HIDALGO,M,M
MICHOACAN,NUEVA ALIANZA,DIPUTADO FEDERAL MR,LOPEZ ARAU ENRIQUE,MARTINEZ ROJAS ERIK,6-CIUDAD HIDALGO,H,H
MICHOACAN,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CORNEJO GARCIA MARIA ALBA,CASTRO FRIAS BLANCA ESTELA,7-ZACAPU,M,M
MICHOACAN,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ALMARAZ GONZALEZ JUAN ERNESTO,LARA MOLINA EFRAIN GILMAR,8-MORELIA,H,H
MICHOACAN,NUEVA ALIANZA,DIPUTADO FEDERAL MR,BARRERA ANDERS EDGAR ALAN,MIRANDA MORA CARLOS ALBERTO,9-URUAPAN DEL PROGRESO,H,H
MICHOACAN,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GALINDO ALONSO CLAUDIA PATRICIA,FIGUEROA DIAZ SULEMA YARITH,10-MORELIA,M,M
MICHOACAN,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ALCARAZ DELGADO ALEJANDRO,CASTILLO CASTORENA EDUARDO,11-PATZCUARO,H,H
MICHOACAN,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CONTRERAS CARDENAS MA. TERESA,NAVARRO CEJA GRECIA,12-APATZINGAN DE LA CONSTITUCION,M,M
NAYARIT,NUEVA ALIANZA,DIPUTADO FEDERAL MR,SANCHEZ MARTIR LUIS RICARDO,GONZALEZ LEAL MATEO,1-SANTIAGO IXCUINTLA,H,H
NAYARIT,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ESPINOSA SALAZAR MICHELLE ALEXANDER,GUZMAN RAMIREZ LUIS ALONSO,2-TEPIC,H,H
NAYARIT,NUEVA ALIANZA,DIPUTADO FEDERAL MR,VIDRIO GONZALEZ MARIA DEL SOCORRO,VILLA JACOBO ELIA,3-COMPOSTELA,M,M
NUEVO LEON,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GARCIA MENDOZA ABEL,RODRIGUEZ SALAS HUMBERTO,1-SANTA CATARINA,H,H
NUEVO LEON,NUEVA ALIANZA,DIPUTADO FEDERAL MR,OLIVA RODRIGUEZ VICTOR MANUEL,HERNANDEZ ORTEGA MAURO,2-APODACA,H,H
NUEVO LEON,NUEVA ALIANZA,DIPUTADO FEDERAL MR,FLORES GONZALEZ IRMA,RIOS DE LEON ADA MARISOL,3-GRAL. ESCOBEDO,M,M
NUEVO LEON,NUEVA ALIANZA,DIPUTADO FEDERAL MR,MORENO CALTONTZIN ALBERTO DAVID,ZAMUDIO SEPULVEDA CARLOS ALBERTO,4-SAN NICOLAS DE LOS GARZA,H,H
NUEVO LEON,NUEVA ALIANZA,DIPUTADO FEDERAL MR,HUERTA ALATORRE JOSE LUIS,MORENO BUGARIN JESUS EMILIO,5-MONTERREY,H,H
NUEVO LEON,NUEVA ALIANZA,DIPUTADO FEDERAL MR,MUÑIZ LEAL YOLANDA,ADAME TORRES ANAHI,6-MONTERREY,M,M
NUEVO LEON,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ZAPATA VILLARREAL MARTHA DEYANIRA,ANTONIO RODRIGUEZ VERONICA,7-GARCIA,M,M
NUEVO LEON,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ESPARZA NAVA DAISY BERENICE,VAZQUEZ GRIMALDO ELDA,8-GUADALUPE,M,M
NUEVO LEON,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CABALLERO HERNANDEZ PEDRO,SALDAÑA LUMBRERAS JOSE ANTONIO,9-LINARES,H,H
NUEVO LEON,NUEVA ALIANZA,DIPUTADO FEDERAL MR,SALINAS CANTU MARIA CANDELARIA,PUENTE SALINAS LILIANA LISSET,10-MONTERREY,M,M
NUEVO LEON,NUEVA ALIANZA,DIPUTADO FEDERAL MR,SUAREZ DUEÑAS MA. ERENDIRA,REYNA MARTINEZ MA. DEL CARMEN,11-GUADALUPE,M,M
NUEVO LEON,NUEVA ALIANZA,DIPUTADO FEDERAL MR,BETANCOURT GARCIA JOSE GERARDO,PERALES GARZA LEONEL EUTIMIO,12-BENITO JUAREZ,H,H
PUEBLA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RUIZ RODRIGUEZ CINDY VERENNICE,VARGAS LOPEZ YESIKA,1-HUAUCHINANGO DE DEGOLLADO,M,M
PUEBLA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,BARRIOS HERNANDEZ CAROLINA,MAZA AGUILAR YAMURI,2-CUAUTILULCO BARRIO,M,M
PUEBLA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,VEGA HERRERA ROBERTO,VIVEROS VALERA SAUL,3-TEZIUTLAN,H,H
PUEBLA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GONZALEZ JUAREZ ERIK,HERNANDEZ GARCIA RAUL,4-AJALPAN,H,H
PUEBLA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,RODRIGUEZ HERNANDEZ ADRIANA,ALANIS VAZQUEZ YESSICA,5-SAN MARTIN TEXMELUCAN DE LABASTIDA,M,M
PUEBLA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,AVALOS GALVEZ GLORIA GUADALUPE,AVILA BRAVO GLORIA YOSELIN,6-HEROICA PUEBLA DE ZARAGOZA,M,M
PUEBLA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,ORTIZ JACOME MARCO ANTONIO,ALVAREZ FLORES EMMANUEL,7-TEPEACA,H,H
PUEBLA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,HERRERA VAZQUEZ FRED RAFAEL,RODRIGUEZ GARCILAZO BERTIN,8-CIUDAD SERDAN,H,H
PUEBLA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,NAVARRETE AREIZAGA ALDO FABIAN,MUÑOZ GOMEZ DAGOBERTO,9-HEROICA PUEBLA DE ZARAGOZA,H,H
PUEBLA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,GRACIAN ATLATENCO GEMMA,HERRERA RIOS ARIZHANDY,10-CHOLULA DE RIVADAVIA,M,M
PUEBLA,NUEVA ALIANZA,DIPUTADO FEDERAL MR,CAZARES PEREZ JOSE,MAZZOCCO SALAZAR JOSE LUIS,11-HEROICA PUEBLA DE ZARAGOZA,H,H
